"","x"
"sa30705.pdf.german",0.0257563124757703
"sa30705.pdf.germani",0.0107080586784704
"sa30705.pdf.der",0.0103664413537026
"sa30705.pdf.breitbandbeihilferegelung",0.00917556954516656
"sa30705.pdf.euro",0.00851010484446783
"sa30705.pdf.änderung",0.00791612370133784
"sa30705.pdf.artifici",0.00791612370133784
"sa30705.pdf.joce",0.00728736724454279
"sa30705.pdf.bund",0.00717939511100893
"sa30705.pdf.effizienten",0.00717939511100893
"sa30791.pdf.galicia",0.0363738554332306
"sa30791.pdf.spanish",0.0238164190822913
"sa30791.pdf.ancha",0.0218243132599384
"sa30791.pdf.compostela",0.0168643569881071
"sa30791.pdf.coruña",0.0168643569881071
"sa30791.pdf.xunta",0.0168643569881071
"sa30791.pdf.banda",0.0148798688154939
"sa30791.pdf.santiago",0.0145495421732922
"sa30791.pdf.españa",0.0131954623105118
"sa30791.pdf.observ",0.0114724411889104
"sa31219.pdf.bavarian",0.038303932511045
"sa31219.pdf.german",0.0367931744944384
"sa31219.pdf.prolong",0.0184508453719734
"sa31219.pdf.bavaria",0.0156392804312153
"sa31219.pdf.endors",0.00997765359455704
"sa31219.pdf.bayern",0.00958201913252604
"sa31219.pdf.effizienten",0.0066361347126206
"sa31219.pdf.kostenstruktur",0.0066361347126206
"sa31219.pdf.leistungsbereitstellung",0.0066361347126206
"sa31219.pdf.fax",0.00657967543707788
"sa31229.pdf.spanish",0.0465815191558567
"sa31229.pdf.mbp",0.0213426221353557
"sa31229.pdf.cmt",0.0196628856071444
"sa31229.pdf.avanza",0.0142284147569038
"sa31229.pdf.spain",0.00747466335338858
"sa31229.pdf.nueva",0.0071142073784519
"sa31229.pdf.programa",0.0071142073784519
"sa31229.pdf.nga",0.00654419264467986
"sa31229.pdf.infraestructura",0.0064521106034421
"sa31229.pdf.adjud",0.00598234546560526
"sa31230.pdf.apt",0.0610615167636438
"sa31230.pdf.trentino",0.0419797927750051
"sa31230.pdf.cluster",0.0207620436038496
"sa31230.pdf.trento",0.0164625516470986
"sa31230.pdf.lea",0.0152653791909109
"sa31230.pdf.italian",0.0135409245716142
"sa31230.pdf.mountain",0.00979196611027743
"sa31230.pdf.fight",0.00763268959545547
"sa31230.pdf.subclust",0.00763268959545547
"sa31230.pdf.hereinaft",0.00530228332467005
"sa31346.pdf.austria",0.0372777674762367
"sa31346.pdf.austrian",0.0345364853098368
"sa31346.pdf.landeshauptmann",0.0195712618371048
"sa31346.pdf.zwanzigdreizehn",0.0146784463778286
"sa31346.pdf.agricultur",0.0106442418902116
"sa31346.pdf.und",0.00836931421738062
"sa31346.pdf.nga",0.00721129469638977
"sa31346.pdf.euro",0.00680694081246554
"sa31346.pdf.bundesministerium",0.00666685577431147
"sa31346.pdf.sewerag",0.00631355234135808
"sa31687.pdf.erm",0.0454616669366156
"sa31687.pdf.italian",0.0323120312590145
"sa31687.pdf.rupar",0.0275320432689562
"sa31687.pdf.friuli",0.0250113662841011
"sa31687.pdf.insiel",0.0127070968933644
"sa31687.pdf.district",0.0102259689400381
"sa31687.pdf.ring",0.0101000926941349
"sa31687.pdf.pair",0.00819844136885074
"sa31687.pdf.agcom",0.00752996454272897
"sa31687.pdf.flat",0.00730860723123517
"sa31729.pdf.rotenburg",0.0378017629346554
"sa31729.pdf.landkrei",0.0358494368342046
"sa31729.pdf.germani",0.021383331611397
"sa31729.pdf.german",0.0162636410205371
"sa31729.pdf.wümme",0.0103095717094515
"sa31729.pdf.nga",0.00858033975083328
"sa31729.pdf.deutschland",0.00734507484440346
"sa31729.pdf.telekom",0.00734507484440346
"sa31729.pdf.kabel",0.00687304780630098
"sa31729.pdf.storag",0.00687304780630098
"sa31851.pdf.italian",0.0230800223278675
"sa31851.pdf.mountain",0.00878424027468027
"sa31851.pdf.march",0.00608612991902679
"sa31851.pdf.codic",0.00466491928945008
"sa31851.pdf.factor",0.00421416617136413
"sa31851.pdf.della",0.00417783006199467
"sa31851.pdf.zone",0.00386792971562024
"sa31851.pdf.itali",0.00372398406356324
"sa31851.pdf.ambiti",0.00359583703028661
"sa31851.pdf.tool",0.00359583703028661
"sa32021.pdf.saxoni",0.0414634008963393
"sa32021.pdf.sachsen",0.0351878994946981
"sa32021.pdf.ländlichen",0.0290150599885253
"sa32021.pdf.freistaat",0.0264531001164336
"sa32021.pdf.amend",0.0236698877156655
"sa32021.pdf.bedarfsgerechten",0.0224858093174761
"sa32021.pdf.ile",0.0224858093174761
"sa32021.pdf.sächsischen",0.0224858093174761
"sa32021.pdf.staatsministerium",0.0224858093174761
"sa32021.pdf.für",0.0221293981525997
"sa32037.pdf.västra",0.0992819251110365
"sa32037.pdf.götalandsregionen",0.0520048179153048
"sa32037.pdf.götaland",0.0425493964761585
